"","Scientific_Name","Common_Name","Class","PresentInLPI","PresentInRL","Population_Trend","IUCN_Category","IUCN_Criteria","Generation_Length_Years","Generation_Length_Days","PercentDecrease10YMin","PercentDecreaseMin","PercentDecrease3GMin","PercentDecrease10YMid","PercentDecreaseMid","PercentDecrease3GMid","PercentDecrease10YMax","PercentDecreaseMax","PercentDecrease3GMax","Lambda10YMin","LambdaMin","Lambda3GMin","Lambda10YMid","LambdaMid","Lambda3GMid","Lambda10YMax","LambdaMax","Lambda3GMax","ExLambda10YMin","ExLambdaMin","ExLambda3GMin","ExLambda10YMid","ExLambdaMid","ExLambda3GMid","ExLambda10YMax","ExLambdaMax","ExLambda3GMax"
"77","Ceyx melanurus","North Philippine Dwarf-kingfisher","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.516277338,919.0702977045,3.50389048801824,3.50389048801824,4.6150163355011,4.90109037786124,4.90109037786124,6.4402711338972,6.51175273797047,6.51175273797047,8.53360126241505,0.964961095119818,0.964961095119818,0.953849836644989,0.950989096221388,0.950989096221388,0.935597288661028,0.934882472620295,0.934882472620295,0.91466398737585,-0.0356674943938732,-0.0356674943938732,-0.0472490238592204,-0.0502526820951295,-0.0502526820951295,-0.0665701422444311,-0.0673344553263765,-0.0673344553263765,-0.08919850806257
"78","Ceyx mindanensis","South Philippine Dwarf-Kingfisher","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.323005138,848.4776266545,3.50389048801824,3.50389048801824,4.98924644463639,4.90109037786124,4.90109037786124,6.95702713205378,6.51175273797047,6.51175273797047,9.20988334907477,0.964961095119818,0.964961095119818,0.950107535553636,0.950989096221388,0.950989096221388,0.930429728679462,0.934882472620295,0.934882472620295,0.907901166509252,-0.0356674943938732,-0.0356674943938732,-0.0511801054740403,-0.0502526820951295,-0.0502526820951295,-0.0721087257091975,-0.0673344553263765,-0.0673344553263765,-0.0966197537619287
"79","Ceyx websteri","Bismarck Kingfisher","aves",FALSE,TRUE,"Decreasing","VU","A2c; C1+2a(ii)",3.28883067,1201.2454022175,3.50389048801824,3.50389048801824,3.55045146628212,4.90109037786124,4.90109037786124,4.96573488407145,6.51175273797047,6.51175273797047,6.59689418422021,0.964961095119818,0.964961095119818,0.964495485337179,0.950989096221388,0.950989096221388,0.950342651159286,0.934882472620295,0.934882472620295,0.934031058157798,-0.0356674943938732,-0.0356674943938732,-0.0361501274796788,-0.0502526820951295,-0.0502526820951295,-0.0509326739880769,-0.0673344553263765,-0.0673344553263765,-0.0682455884605499
"80","Chaetocercus berlepschi","Esmeraldas Woodstar","aves",FALSE,TRUE,"Decreasing","EN","A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(ii)",1.778644875,649.65004059375,6.69670084631926,6.69670084631926,12.1818281248813,9.8381456326306,9.8381456326306,17.6414051202942,14.449622653224,14.449622653224,25.3588930135361,0.933032991536807,0.933032991536807,0.878181718751187,0.901618543673694,0.901618543673694,0.823585948797058,0.85550377346776,0.85550377346776,0.746411069864639,-0.0693147180559945,-0.0693147180559945,-0.129901737797236,-0.103563748950672,-0.103563748950672,-0.194087364686692,-0.156064774826466,-0.156064774826466,-0.292478798550622
"81","Chaetornis striata","Bristled Grassbird","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;C2a(i)",2.571577387,939.26864060175,3.50389048801824,3.50389048801824,4.51805034876136,4.90109037786124,4.90109037786124,6.30624013605263,6.51175273797047,6.51175273797047,8.35798623453277,0.964961095119818,0.964961095119818,0.954819496512386,0.950989096221388,0.950989096221388,0.936937598639474,0.934882472620295,0.934882472620295,0.916420137654672,-0.0356674943938732,-0.0356674943938732,-0.0462329652533912,-0.0502526820951295,-0.0502526820951295,-0.0651385959310034,-0.0673344553263765,-0.0673344553263765,-0.0872803539010335
"82","Chaetura pelagica","Chimney Swift","aves",TRUE,TRUE,"Decreasing","VU","A2acd+3cd+4acd",3.009395796,1099.181814489,3.50389048801824,3.50389048801824,3.87365986405891,4.90109037786124,4.90109037786124,5.41412026271909,6.51175273797047,6.51175273797047,7.18690759865913,0.964961095119818,0.964961095119818,0.961263401359411,0.950989096221388,0.950989096221388,0.945858797372809,0.934882472620295,0.934882472620295,0.928130924013409,-0.0356674943938732,-0.0356674943938732,-0.0395068166632002,-0.0502526820951295,-0.0502526820951295,-0.0556619838905027,-0.0673344553263765,-0.0673344553263765,-0.0745824742360526
"83","Chatarrhaea longirostris","Slender-billed Babbler","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.770555702,1011.9454701555,3.50389048801824,3.50389048801824,4.20048500203889,4.90109037786124,4.90109037786124,5.86689666817699,6.51175273797047,6.51175273797047,7.78173501459699,0.964961095119818,0.964961095119818,0.957995149979611,0.950989096221388,0.950989096221388,0.94133103331823,0.934882472620295,0.934882472620295,0.92218264985403,-0.0356674943938732,-0.0356674943938732,-0.0429125636758547,-0.0502526820951295,-0.0502526820951295,-0.0604604123989198,-0.0673344553263765,-0.0673344553263765,-0.0810119732511537
"84","Chlamydotis undulata","African Houbara","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",7.121839403,2601.25184194575,3.50389048801824,1.6555380550104,1.6555380550104,4.90109037786124,2.3246010129661,2.3246010129661,6.51175273797047,3.10240430227851,3.10240430227851,0.964961095119818,0.983444619449896,0.983444619449896,0.950989096221388,0.976753989870339,0.976753989870339,0.934882472620295,0.968975956977215,0.968975956977215,-0.0356674943938732,-0.0166939523979572,-0.0166939523979572,-0.0502526820951295,-0.0235204602123627,-0.0235204602123627,-0.0673344553263765,-0.0315154796002151,-0.0315154796002151
"85","Chlidonias albostriatus","Black-fronted Tern","aves",FALSE,TRUE,"Decreasing","EN","A2bce+3bce+4bce",5.282619277,1929.47669092425,6.69670084631926,4.27948996597258,4.27948996597258,9.8381456326306,6.32592695124972,6.32592695124972,14.449622653224,9.37833647271594,9.37833647271594,0.933032991536807,0.957205100340274,0.957205100340274,0.901618543673694,0.936740730487503,0.936740730487503,0.85550377346776,0.906216635272841,0.906216635272841,-0.0693147180559945,-0.0437375945665085,-0.0437375945665085,-0.103563748950672,-0.0653487367536141,-0.0653487367536141,-0.156064774826466,-0.098476889741646,-0.098476889741646
"86","Chloropsis flavipennis","Philippine Leafbird","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;C2a(i)",3.146509231,1149.26249662275,3.50389048801824,3.50389048801824,3.70802973824828,4.90109037786124,4.90109037786124,5.18441930975591,6.51175273797047,6.51175273797047,6.88477126318906,0.964961095119818,0.964961095119818,0.962919702617517,0.950989096221388,0.950989096221388,0.948155806902441,0.934882472620295,0.934882472620295,0.931152287368109,-0.0356674943938732,-0.0356674943938732,-0.0377852531968553,-0.0502526820951295,-0.0502526820951295,-0.0532364369590177,-0.0673344553263765,-0.0673344553263765,-0.0713324411096429
"87","Chloropsis media","Sumatran Leafbird","aves",FALSE,TRUE,"Decreasing","EN","A2d+3d+4d",3.15303482,1151.645968005,6.69670084631926,6.69670084631926,7.0657850359209,9.8381456326306,9.8381456326306,10.3705096062481,14.449622653224,14.449622653224,15.2096929814284,0.933032991536807,0.933032991536807,0.929342149640791,0.901618543673694,0.901618543673694,0.896294903937519,0.85550377346776,0.85550377346776,0.847903070185716,-0.0693147180559945,-0.0693147180559945,-0.0732783091138361,-0.103563748950672,-0.103563748950672,-0.109485786301035,-0.156064774826466,-0.156064774826466,-0.164988953749715
"88","Chloropsis sonnerati","Greater Green Leafbird","aves",FALSE,TRUE,"Decreasing","EN","A2cd+3cd+4cd",3.440654474,1256.6990466285,6.69670084631926,6.49475438268827,6.49475438268827,9.8381456326306,9.54641873615489,9.54641873615489,14.449622653224,14.0321495150634,14.0321495150634,0.933032991536807,0.935052456173117,0.935052456173117,0.901618543673694,0.904535812638451,0.904535812638451,0.85550377346776,0.859678504849366,0.859678504849366,-0.0693147180559945,-0.0671526484082076,-0.0671526484082076,-0.103563748950672,-0.100333381079358,-0.100333381079358,-0.156064774826466,-0.151196791197529,-0.151196791197529
"89","Chrysomma altirostre","Jerdon's Babbler","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.923063105,1067.64879910125,3.50389048801824,3.50389048801824,3.98575794587966,4.90109037786124,4.90109037786124,5.56948953782327,6.51175273797047,6.51175273797047,7.39113070312909,0.964961095119818,0.964961095119818,0.960142420541203,0.950989096221388,0.950989096221388,0.944305104621767,0.934882472620295,0.934882472620295,0.926088692968709,-0.0356674943938732,-0.0356674943938732,-0.0406736507933097,-0.0502526820951295,-0.0502526820951295,-0.0573059610073312,-0.0673344553263765,-0.0673344553263765,-0.0767852681788939
"90","Ciconia episcopus","Asian Woollyneck","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",9.751087535,3561.58472215875,3.50389048801824,1.21186259398762,1.21186259398762,4.90109037786124,1.703177906663,1.703177906663,6.51175273797047,2.275487143268,2.275487143268,0.964961095119818,0.987881374060124,0.987881374060124,0.950989096221388,0.98296822093337,0.98296822093337,0.934882472620295,0.97724512856732,0.97724512856732,-0.0356674943938732,-0.0121926551836228,-0.0121926551836228,-0.0502526820951295,-0.0171784880112963,-0.0171784880112963,-0.0673344553263765,-0.0230177591592357,-0.0230177591592357
"91","Ciconia stormi","Storm's Stork","aves",FALSE,TRUE,"Decreasing","EN","A2c+3c+4c; C2a(i)",9.928362872,3626.334538998,6.69670084631926,2.30029214809492,2.30029214809492,9.8381456326306,3.41727918686078,3.41727918686078,14.449622653224,5.10478928530633,5.10478928530633,0.933032991536807,0.976997078519051,0.976997078519051,0.901618543673694,0.965827208131392,0.965827208131392,0.85550377346776,0.948952107146937,0.948952107146937,-0.0693147180559945,-0.023271617200682,-0.023271617200682,-0.103563748950672,-0.0347703343393914,-0.0347703343393914,-0.156064774826466,-0.0523969482980258,-0.0523969482980258
"92","Circaetus beaudouini","Beaudouin's Snake-eagle","aves",FALSE,TRUE,"Decreasing","VU","A2bcd+3bcd+4bcd; C1+2a(ii)",8.045677651,2938.68376202775,3.50389048801824,1.46684379093311,1.46684379093311,4.90109037786124,2.06045083703994,2.06045083703994,6.51175273797047,2.75112200217923,2.75112200217923,0.964961095119818,0.985331562090669,0.985331562090669,0.950989096221388,0.979395491629601,0.979395491629601,0.934882472620295,0.972488779978208,0.972488779978208,-0.0356674943938732,-0.0147770831913456,-0.0147770831913456,-0.0502526820951295,-0.0208197429207568,-0.0208197429207568,-0.0673344553263765,-0.0278967408535636,-0.0278967408535636
"93","Cisticola aberdare","Aberdare Cisticola","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c; B1ab(i,ii,iii,iv,v)",3.283613461,1199.33981663025,3.50389048801824,3.50389048801824,3.55599113466076,4.90109037786124,4.90109037786124,4.97342522039037,6.51175273797047,6.51175273797047,6.60702159817926,0.964961095119818,0.964961095119818,0.964440088653392,0.950989096221388,0.950989096221388,0.950265747796096,0.934882472620295,0.934882472620295,0.933929784018207,-0.0356674943938732,-0.0356674943938732,-0.0362075650473701,-0.0502526820951295,-0.0502526820951295,-0.0510135989837504,-0.0673344553263765,-0.0673344553263765,-0.0683540212899789
"94","Clibanornis erythrocephalus","Henna-hooded Foliage-gleaner","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",3.337668036,1219.083250149,3.50389048801824,3.49942047654581,3.49942047654581,4.90109037786124,4.89488361534347,4.89488361534347,6.51175273797047,6.50357695166123,6.50357695166123,0.964961095119818,0.965005795234542,0.965005795234542,0.950989096221388,0.951051163846565,0.951051163846565,0.934882472620295,0.934964230483388,0.934964230483388,-0.0356674943938732,-0.0356211722367879,-0.0356211722367879,-0.0502526820951295,-0.0501874178349529,-0.0501874178349529,-0.0673344553263765,-0.0672470065927357,-0.0672470065927357
"95","Colaptes fernandinae","Fernandina's Flicker","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i);D1",3.402887788,1242.904764567,3.50389048801824,3.43351554674295,3.43351554674295,4.90109037786124,4.80335874195739,4.80335874195739,6.51175273797047,6.38299581605341,6.38299581605341,0.964961095119818,0.965664844532571,0.965664844532571,0.950989096221388,0.951966412580426,0.951966412580426,0.934882472620295,0.936170041839466,0.936170041839466,-0.0356674943938732,-0.0349384568009674,-0.0349384568009674,-0.0502526820951295,-0.0492255257160712,-0.0492255257160712,-0.0673344553263765,-0.0659581503723847,-0.0659581503723847
"96","Columba eversmanni","Yellow-eyed Pigeon","aves",FALSE,TRUE,"Decreasing","VU","A2bcd+3bcd+4bcd",3.04896325,1113.6338270625,3.50389048801824,3.50389048801824,3.8243638623879,4.90109037786124,4.90109037786124,5.34577195439748,6.51175273797047,6.51175273797047,7.0970319296509,0.964961095119818,0.964961095119818,0.961756361376121,0.950989096221388,0.950989096221388,0.946542280456025,0.934882472620295,0.934882472620295,0.929029680703491,-0.0356674943938732,-0.0356674943938732,-0.0389941229956043,-0.0502526820951295,-0.0502526820951295,-0.0549396390124081,-0.0673344553263765,-0.0673344553263765,-0.0736145915898643
"97","Corvus kubaryi","Mariana Crow","aves",TRUE,TRUE,"Decreasing","CR","A2bcde+3bcde+4bcde; C2a(ii)",4.784556879,1747.55940005475,14.8660077479215,10.6069520859066,10.6069520859066,20.1786754970349,14.5311937406783,14.5311937406783,36.9042655519807,27.445756327804,27.445756327804,0.851339922520785,0.893930479140934,0.893930479140934,0.798213245029651,0.854688062593217,0.854688062593217,0.630957344480193,0.72554243672196,0.72554243672196,-0.16094379124341,-0.112127270656845,-0.112127270656845,-0.225379492882461,-0.157018715687604,-0.157018715687604,-0.46051701859881,-0.320835715298995,-0.320835715298995
"98","Corvus leucognaphalus","White-necked Crow","aves",FALSE,TRUE,"Decreasing","VU","A2cd;B1ab(i,ii,iii,v);C2a(i)",5.871268123,2144.48068192575,3.50389048801824,2.0046090113493,2.0046090113493,4.90109037786124,2.81271373928103,2.81271373928103,6.51175273797047,3.75067533927775,3.75067533927775,0.964961095119818,0.979953909886507,0.979953909886507,0.950989096221388,0.97187286260719,0.97187286260719,0.934882472620295,0.962493246607222,0.962493246607222,-0.0356674943938732,-0.0202497391515529,-0.0202497391515529,-0.0502526820951295,-0.0285302828635779,-0.0285302828635779,-0.0673344553263765,-0.0382282293567903,-0.0382282293567903
"99","Coryphaspiza melanotis","Black-masked Finch","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.507815481,915.97960443525,3.50389048801824,3.50389048801824,4.6302221026009,4.90109037786124,4.90109037786124,6.46128421648493,6.51175273797047,6.51175273797047,8.56112604641145,0.964961095119818,0.964961095119818,0.953697778973991,0.950989096221388,0.950989096221388,0.935387157835151,0.934882472620295,0.934882472620295,0.914388739535886,-0.0356674943938732,-0.0356674943938732,-0.0474084512518318,-0.0502526820951295,-0.0502526820951295,-0.0667947628468677,-0.0673344553263765,-0.0673344553263765,-0.0894994811706624
"100","Cotinga ridgwayi","Turquoise Cotinga","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v)",3.291150314,1202.0926521885,3.50389048801824,3.50389048801824,3.5479939908484,4.90109037786124,4.90109037786124,4.96232328401083,6.51175273797047,6.51175273797047,6.59240135443336,0.964961095119818,0.964961095119818,0.964520060091516,0.950989096221388,0.950989096221388,0.950376767159892,0.934882472620295,0.934882472620295,0.934075986455666,-0.0356674943938732,-0.0356674943938732,-0.0361246484166439,-0.0502526820951295,-0.0502526820951295,-0.0508967760009452,-0.0673344553263765,-0.0673344553263765,-0.0681974881142592
"101","Crax globulosa","Wattled Curassow","aves",FALSE,TRUE,"Decreasing","EN","A2d+3d+4d;C2a(i)",8.189658677,2991.27283177425,6.69670084631926,2.78180437214963,2.78180437214963,9.8381456326306,4.12761911505641,4.12761911505641,14.449622653224,6.15456580356811,6.15456580356811,0.933032991536807,0.972181956278504,0.972181956278504,0.901618543673694,0.958723808849436,0.958723808849436,0.85550377346776,0.938454341964319,0.938454341964319,-0.0693147180559945,-0.0282122942236324,-0.0282122942236324,-0.103563748950672,-0.0421522446926563,-0.0421522446926563,-0.156064774826466,-0.0635210741504048,-0.0635210741504048
"102","Crax rubra","Great Curassow","aves",TRUE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",8.744835209,3194.05106008725,3.50389048801824,1.35036385810806,1.35036385810806,4.90109037786124,1.89728907218666,1.89728907218666,6.51175273797047,2.53397896747016,2.53397896747016,0.964961095119818,0.986496361418919,0.986496361418919,0.950989096221388,0.981027109278133,0.981027109278133,0.934882472620295,0.974660210325298,0.974660210325298,-0.0356674943938732,-0.0135956419004005,-0.0135956419004005,-0.0502526820951295,-0.0191551854681838,-0.0191551854681838,-0.0673344553263765,-0.0256663709557681,-0.0256663709557681
"103","Criniger olivaceus","Yellow-bearded Greenbul","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.933971355,1071.63303741375,3.50389048801824,3.50389048801824,3.97123746950576,4.90109037786124,4.90109037786124,5.54936816460806,6.51175273797047,6.51175273797047,7.36468886188903,0.964961095119818,0.964961095119818,0.960287625304942,0.950989096221388,0.950989096221388,0.944506318353919,0.934882472620295,0.934882472620295,0.92635311138111,-0.0356674943938732,-0.0356674943938732,-0.0405224297016279,-0.0502526820951295,-0.0502526820951295,-0.0570929024346588,-0.0673344553263765,-0.0673344553263765,-0.0764997872384665
"104","Cryptoleucopteryx plumbea","Plumbeous Hawk","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",5.857309533,2139.38230692825,3.50389048801824,2.00933788793813,2.00933788793813,4.90109037786124,2.81932134537548,2.81932134537548,6.51175273797047,3.7594434387354,3.7594434387354,0.964961095119818,0.979906621120619,0.979906621120619,0.950989096221388,0.971806786546245,0.971806786546245,0.934882472620295,0.962405565612646,0.962405565612646,-0.0356674943938732,-0.0202979964281798,-0.0202979964281798,-0.0502526820951295,-0.0285982735543266,-0.0285982735543266,-0.0673344553263765,-0.0383193312828556,-0.0383193312828556
"105","Culicivora caudacuta","Sharp-tailed Tyrant","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",1.965014848,717.721673232,3.50389048801824,3.50389048801824,5.87101827847702,4.90109037786124,4.90109037786124,8.17133075039976,6.51175273797047,6.51175273797047,10.7940220728581,0.964961095119818,0.964961095119818,0.94128981721523,0.950989096221388,0.950989096221388,0.918286692496002,0.934882472620295,0.934882472620295,0.892059779271419,-0.0356674943938732,-0.0356674943938732,-0.0605041982764588,-0.0502526820951295,-0.0502526820951295,-0.0852456359236113,-0.0673344553263765,-0.0673344553263765,-0.11422213152725
"106","Cyanolyca mirabilis","White-throated Jay","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",3.405185629,1243.74405099225,3.50389048801824,3.43123880147984,3.43123880147984,4.90109037786124,4.80019647606169,4.80019647606169,6.51175273797047,6.37882892586853,6.37882892586853,0.964961095119818,0.965687611985202,0.965687611985202,0.950989096221388,0.951998035239383,0.951998035239383,0.934882472620295,0.936211710741315,0.936211710741315,-0.0356674943938732,-0.0349148801072828,-0.0349148801072828,-0.0502526820951295,-0.0491923080170789,-0.0491923080170789,-0.0673344553263765,-0.0659136413914588,-0.0659136413914588
"107","Cyanoramphus malherbi","Malherbe's Parakeet","aves",FALSE,TRUE,"Stable","CR","A2bce",3.568715036,1303.473166899,14.8660077479215,13.9574653612923,13.9574653612923,20.1786754970349,18.9832400599032,18.9832400599032,36.9042655519807,34.9583727677052,34.9583727677052,0.851339922520785,0.860425346387077,0.860425346387077,0.798213245029651,0.810167599400968,0.810167599400968,0.630957344480193,0.650416272322948,0.650416272322948,-0.16094379124341,-0.150328423181139,-0.150328423181139,-0.225379492882461,-0.210514139878461,-0.210514139878461,-0.46051701859881,-0.430142702114783,-0.430142702114783
"108","Cyornis caerulatus","Large-billed Blue-flycatcher","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.588661302,945.5085405555,3.50389048801824,3.50389048801824,4.48891290460502,4.90109037786124,4.90109037786124,6.26595409582213,6.51175273797047,6.51175273797047,8.305184477114,0.964961095119818,0.964961095119818,0.95511087095395,0.950989096221388,0.950989096221388,0.937340459041779,0.934882472620295,0.934882472620295,0.91694815522886,-0.0356674943938732,-0.0356674943938732,-0.0459278500001997,-0.0502526820951295,-0.0502526820951295,-0.0647087126414264,-0.0673344553263765,-0.0673344553263765,-0.0867043456970777
"109","Cypseloides niger","Black Swift","aves",TRUE,TRUE,"Decreasing","VU","A2ace+3ce+4ace",3.738376237,1365.44192056425,3.50389048801824,3.13026210831006,3.13026210831006,4.90109037786124,4.38188922181527,4.38188922181527,6.51175273797047,5.82721475425256,5.82721475425256,0.964961095119818,0.968697378916899,0.968697378916899,0.950989096221388,0.956181107781847,0.956181107781847,0.934882472620295,0.941727852457474,0.941727852457474,-0.0356674943938732,-0.0318030183272796,-0.0318030183272796,-0.0502526820951295,-0.0448079405863981,-0.0448079405863981,-0.0673344553263765,-0.0600389501195235,-0.0600389501195235
"110","Dacnis berlepschi","Scarlet-breasted Dacnis","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v)",2.51350285,918.0569159625,3.50389048801824,3.50389048801824,4.61999101371574,4.90109037786124,4.90109037786124,6.44714586873553,6.51175273797047,6.51175273797047,8.54260662615158,0.964961095119818,0.964961095119818,0.953800089862843,0.950989096221388,0.950989096221388,0.935528541312645,0.934882472620295,0.934882472620295,0.914573933738484,-0.0356674943938732,-0.0356674943938732,-0.047301178902414,-0.0502526820951295,-0.0502526820951295,-0.0666436245803733,-0.0673344553263765,-0.0673344553263765,-0.0892969683409172
"111","Dendrortyx barbatus","Bearded Wood-partridge","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd;B1ab(i,ii,iii,v);C2a(i)",5.418059096,1978.946084814,3.50389048801824,2.17045773543783,2.17045773543783,4.90109037786124,3.04437436698578,3.04437436698578,6.51175273797047,4.05796114459319,4.05796114459319,0.964961095119818,0.978295422645622,0.978295422645622,0.950989096221388,0.969556256330142,0.969556256330142,0.934882472620295,0.959420388554068,0.959420388554068,-0.0356674943938732,-0.0219435864159089,-0.0219435864159089,-0.0502526820951295,-0.030916779855865,-0.030916779855865,-0.0673344553263765,-0.0414259387807267,-0.0414259387807267
"112","Dicaeum haematostictum","Black-belted Flowerpecker","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.589837505,945.93814870125,3.50389048801824,3.50389048801824,4.48692065293313,4.90109037786124,4.90109037786124,6.26319938337473,6.51175273797047,6.51175273797047,8.30157367270531,0.964961095119818,0.964961095119818,0.955130793470669,0.950989096221388,0.950989096221388,0.937368006166253,0.934882472620295,0.934882472620295,0.916984263272947,-0.0356674943938732,-0.0356674943938732,-0.0459069913653048,-0.0502526820951295,-0.0502526820951295,-0.0646793244725593,-0.0673344553263765,-0.0673344553263765,-0.0866649679711296
"113","Dicaeum retrocinctum","Scarlet-collared Flowerpecker","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v)",2.011620074,734.7442320285,3.50389048801824,3.50389048801824,5.73897936167064,4.90109037786124,4.90109037786124,7.9897925469235,6.51175273797047,6.51175273797047,10.5576437539314,0.964961095119818,0.964961095119818,0.942610206383294,0.950989096221388,0.950989096221388,0.920102074530765,0.934882472620295,0.934882472620295,0.894423562460686,-0.0356674943938732,-0.0356674943938732,-0.0591024366460848,-0.0502526820951295,-0.0502526820951295,-0.0832706645166926,-0.0673344553263765,-0.0673344553263765,-0.111575832495522
"114","Doliornis remseni","Chestnut-bellied Cotinga","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",3.668989457,1340.09839916925,3.50389048801824,3.18850677144467,3.18850677144467,4.90109037786124,4.46288108993376,4.46288108993376,6.51175273797047,5.93408141536899,5.93408141536899,0.964961095119818,0.968114932285553,0.968114932285553,0.950989096221388,0.955371189100662,0.955371189100662,0.934882472620295,0.94065918584631,0.94065918584631,-0.0356674943938732,-0.0324044670536586,-0.0324044670536586,-0.0502526820951295,-0.0456553343312315,-0.0456553343312315,-0.0673344553263765,-0.0611743879484403,-0.0611743879484403
"115","Ducula brenchleyi","Chestnut-bellied Imperial-pigeon","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd; C2a(i); D1",5.324330706,1944.7117903665,3.50389048801824,2.20824103539095,2.20824103539095,4.90109037786124,3.09712834616142,3.09712834616142,6.51175273797047,4.12790170231012,4.12790170231012,0.964961095119818,0.977917589646091,0.977917589646091,0.950989096221388,0.969028716538386,0.969028716538386,0.934882472620295,0.958720982976899,0.958720982976899,-0.0356674943938732,-0.0223298766632956,-0.0223298766632956,-0.0502526820951295,-0.0314610322999532,-0.0314610322999532,-0.0673344553263765,-0.0421551922325794,-0.0421551922325794
"116","Ducula carola","Spotted Imperial-pigeon","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",5.855893044,2138.864934321,3.50389048801824,2.0098190117683,2.0098190117683,4.90109037786124,2.81999360698648,2.81999360698648,6.51175273797047,3.76033549881554,3.76033549881554,0.964961095119818,0.979901809882317,0.979901809882317,0.950989096221388,0.971800063930135,0.971800063930135,0.934882472620295,0.962396645011845,0.962396645011845,-0.0356674943938732,-0.020302906334909,-0.020302906334909,-0.0502526820951295,-0.0286051912250565,-0.0286051912250565,-0.0673344553263765,-0.0383286003919124,-0.0383286003919124
"117","Dysithamnus plumbeus","Plumbeous Antvireo","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c; C2a(i)",3.173098246,1158.9741343515,3.50389048801824,3.50389048801824,3.67753675640194,4.90109037786124,4.90109037786124,5.14211308305744,6.51175273797047,6.51175273797047,6.82909676220459,0.964961095119818,0.964961095119818,0.963224632435981,0.950989096221388,0.950989096221388,0.948578869169426,0.934882472620295,0.934882472620295,0.931709032377954,-0.0356674943938732,-0.0356674943938732,-0.0374686312122393,-0.0502526820951295,-0.0502526820951295,-0.0527903415938224,-0.0673344553263765,-0.0673344553263765,-0.0707347100595432
"118","Edolisoma mindanense","Black-bibbed Cicadabird","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",3.521676234,1286.2922444685,3.50389048801824,3.31964514665019,3.31964514665019,4.90109037786124,4.64516206143737,4.64516206143737,6.51175273797047,6.17448375391921,6.17448375391921,0.964961095119818,0.966803548533498,0.966803548533498,0.950989096221388,0.953548379385626,0.953548379385626,0.934882472620295,0.938255162460808,0.938255162460808,-0.0356674943938732,-0.0337599597690835,-0.0337599597690835,-0.0502526820951295,-0.0475651164919377,-0.0475651164919377,-0.0673344553263765,-0.0637333387590608,-0.0637333387590608
"119","Edolisoma ostentum","White-winged Cicadabird","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",3.682991518,1345.2126519495,3.50389048801824,3.17657926113871,3.17657926113871,4.90109037786124,4.44629696328008,4.44629696328008,6.51175273797047,5.91220159842395,5.91220159842395,0.964961095119818,0.968234207388613,0.968234207388613,0.950989096221388,0.955537030367199,0.955537030367199,0.934882472620295,0.940877984015761,0.940877984015761,-0.0356674943938732,-0.0322812711890632,-0.0322812711890632,-0.0502526820951295,-0.0454817610897084,-0.0454817610897084,-0.0673344553263765,-0.0609418140998432,-0.0609418140998432
