"","Scientific_Name","Common_Name","Class","PresentInLPI","PresentInRL","Population_Trend","IUCN_Category","IUCN_Criteria","Generation_Length_Days","Generation_Length_Years","PercentDecrease10YMin","PercentDecreaseMin","PercentDecrease3GMin","PercentDecrease10YMid","PercentDecreaseMid","PercentDecrease3GMid","PercentDecrease10YMax","PercentDecreaseMax","PercentDecrease3GMax","Lambda10YMin","LambdaMin","Lambda3GMin","Lambda10YMid","LambdaMid","Lambda3GMid","Lambda10YMax","LambdaMax","Lambda3GMax","ExLambda10YMin","ExLambdaMin","ExLambda3GMin","ExLambda10YMid","ExLambdaMid","ExLambda3GMid","ExLambda10YMax","ExLambdaMax","ExLambda3GMax"
"76","Elephas maximus","Asian Elephant","mammalia",TRUE,TRUE,"Decreasing","EN","A2c",8030,21.9849418206708,6.69670084631926,1.04543922776957,1.04543922776957,9.8381456326306,1.55795875018577,1.55795875018577,14.449622653224,2.33846151686983,2.33846151686983,0.933032991536807,0.989545607722304,0.989545607722304,0.901618543673694,0.984420412498142,0.984420412498142,0.85550377346776,0.976615384831302,0.976615384831302,-0.0693147180559945,-0.010509423316709,-0.010509423316709,-0.103563748950672,-0.0157022247008025,-0.0157022247008025,-0.156064774826466,-0.0236623740163416,-0.0236623740163416
"77","Emballonura serii","Seri's Sheath-tailed Bat","mammalia",FALSE,TRUE,"Decreasing","VU","A2c",894.25,2.44832306639288,3.50389048801824,3.50389048801824,4.74002385805866,4.90109037786124,4.90109037786124,6.61298027302462,6.51175273797047,6.51175273797047,8.75976851277533,0.964961095119818,0.964961095119818,0.952599761419413,0.950989096221388,0.950989096221388,0.933870197269754,0.934882472620295,0.934882472620295,0.912402314872247,-0.0356674943938732,-0.0356674943938732,-0.0485604410674204,-0.0502526820951295,-0.0502526820951295,-0.0684178254971432,-0.0673344553263765,-0.0673344553263765,-0.0916742514507839
"78","Enhydra lutris","Sea Otter","mammalia",TRUE,TRUE,"Decreasing","EN","A2abe",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"79","Equus grevyi","Grevy's Zebra","mammalia",TRUE,TRUE,"Stable","EN","A2acd",2190,5.9958932238193,6.69670084631926,3.78015418708458,3.78015418708458,9.8381456326306,5.59487498554474,5.59487498554474,14.449622653224,8.31047441508587,8.31047441508587,0.933032991536807,0.962198458129154,0.962198458129154,0.901618543673694,0.944051250144553,0.944051250144553,0.85550377346776,0.916895255849141,0.916895255849141,-0.0693147180559945,-0.0385345521612664,-0.0385345521612664,-0.103563748950672,-0.0575748239029421,-0.0575748239029421,-0.156064774826466,-0.0867620380599193,-0.0867620380599193
"80","Eudorcas rufifrons","Red-fronted Gazelle","mammalia",TRUE,TRUE,"Decreasing","VU","A2cd",1825,4.99657768651609,3.50389048801824,2.35137563054822,2.35137563054822,4.90109037786124,3.29690080862926,3.29690080862926,6.51175273797047,4.39264016869589,4.39264016869589,0.964961095119818,0.976486243694518,0.976486243694518,0.950989096221388,0.967030991913707,0.967030991913707,0.934882472620295,0.956073598313041,0.956073598313041,-0.0356674943938732,-0.023794616123036,-0.023794616123036,-0.0502526820951295,-0.0335247344936001,-0.0335247344936001,-0.0673344553263765,-0.044920383210884,-0.044920383210884
"81","Eulemur albifrons","White-fronted Lemur","mammalia",FALSE,TRUE,"Decreasing","EN","A2cde",2920,7.99452429842574,6.69670084631926,2.84872771102431,2.84872771102431,9.8381456326306,4.22620891478137,4.22620891478137,14.449622653224,6.29995612976448,6.29995612976448,0.933032991536807,0.971512722889757,0.971512722889757,0.901618543673694,0.957737910852186,0.957737910852186,0.85550377346776,0.937000438702355,0.937000438702355,-0.0693147180559945,-0.0289009141209497,-0.0289009141209497,-0.103563748950672,-0.0431811179272066,-0.0431811179272066,-0.156064774826466,-0.0650715285449396,-0.0650715285449396
"82","Eulemur collaris","Collared Brown Lemur","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd+3cd+4cd",2920,7.99452429842574,6.69670084631926,2.84872771102431,2.84872771102431,9.8381456326306,4.22620891478137,4.22620891478137,14.449622653224,6.29995612976448,6.29995612976448,0.933032991536807,0.971512722889757,0.971512722889757,0.901618543673694,0.957737910852186,0.957737910852186,0.85550377346776,0.937000438702355,0.937000438702355,-0.0693147180559945,-0.0289009141209497,-0.0289009141209497,-0.103563748950672,-0.0431811179272066,-0.0431811179272066,-0.156064774826466,-0.0650715285449396,-0.0650715285449396
"83","Eulemur rubriventer","Red-bellied Lemur","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",2920,7.99452429842574,3.50389048801824,1.47615984620982,1.47615984620982,4.90109037786124,2.0734970965063,2.0734970965063,6.51175273797047,2.76847924676236,2.76847924676236,0.964961095119818,0.985238401537902,0.985238401537902,0.950989096221388,0.979265029034937,0.979265029034937,0.934882472620295,0.972315207532376,0.972315207532376,-0.0356674943938732,-0.0148716350768975,-0.0148716350768975,-0.0502526820951295,-0.0209529590585001,-0.0209529590585001,-0.0673344553263765,-0.0280752395068025,-0.0280752395068025
"84","Eupetaurus cinereus","Woolly Flying Squirrel","mammalia",FALSE,TRUE,"Unknown","EN","A2c+3c; C1",2015.755102,5.51883669267625,6.69670084631926,4.1001277979106,4.1001277979106,9.8381456326306,6.0635483051015,6.0635483051015,14.449622653224,8.99555904121216,8.99555904121216,0.933032991536807,0.958998722020894,0.958998722020894,0.901618543673694,0.939364516948985,0.939364516948985,0.85550377346776,0.910044409587878,0.910044409587878,-0.0693147180559945,-0.0418655367159643,-0.0418655367159643,-0.103563748950672,-0.0625516781390458,-0.0625516781390458,-0.156064774826466,-0.0942618789170865,-0.0942618789170865
"85","Eupleres goudotii","Eastern Falanouc","mammalia",FALSE,TRUE,"Decreasing","VU","A2cde+3cde+4cde",2894.45,7.92457221081451,3.50389048801824,1.48909276045665,1.48909276045665,4.90109037786124,2.09160759065771,2.09160759065771,6.51175273797047,2.79257284072774,2.79257284072774,0.964961095119818,0.985109072395434,0.985109072395434,0.950989096221388,0.979083924093423,0.979083924093423,0.934882472620295,0.972074271592723,0.972074271592723,-0.0356674943938732,-0.0150029105441589,-0.0150029105441589,-0.0502526820951295,-0.021137915821942,-0.021137915821942,-0.0673344553263765,-0.0283230663372535,-0.0283230663372535
"86","Galemys pyrenaicus","Pyrenean Desman","mammalia",FALSE,TRUE,"Decreasing","VU","A2ac+3c+4ac",730,1.99863107460643,3.50389048801824,3.50389048801824,5.77517841229603,4.90109037786124,4.90109037786124,8.03957239796208,6.51175273797047,6.51175273797047,10.6224771810323,0.964961095119818,0.964961095119818,0.94224821587704,0.950989096221388,0.950989096221388,0.919604276020379,0.934882472620295,0.934882472620295,0.893775228189677,-0.0356674943938732,-0.0356674943938732,-0.05948654030759,-0.0502526820951295,-0.0502526820951295,-0.0838118362340003,-0.0673344553263765,-0.0673344553263765,-0.11230095802721
"87","Gazella dorcas","Dorcas Gazelle","mammalia",TRUE,TRUE,"Decreasing","VU","A2cd",2190,5.9958932238193,3.50389048801824,1.96335481659702,1.96335481659702,4.90109037786124,2.75506418670095,2.75506418670095,6.51175273797047,3.6741674786795,3.6741674786795,0.964961095119818,0.98036645183403,0.98036645183403,0.950989096221388,0.97244935813299,0.97244935813299,0.934882472620295,0.963258325213205,0.963258325213205,-0.0356674943938732,-0.0198288467691967,-0.0198288467691967,-0.0502526820951295,-0.0279372787446668,-0.0279372787446668,-0.0673344553263765,-0.0374336526757367,-0.0374336526757367
"88","Gazella gazella","Mountain Gazelle","mammalia",TRUE,TRUE,"Decreasing","EN","A2acd",2190,5.9958932238193,6.69670084631926,3.78015418708458,3.78015418708458,9.8381456326306,5.59487498554474,5.59487498554474,14.449622653224,8.31047441508587,8.31047441508587,0.933032991536807,0.962198458129154,0.962198458129154,0.901618543673694,0.944051250144553,0.944051250144553,0.85550377346776,0.916895255849141,0.916895255849141,-0.0693147180559945,-0.0385345521612664,-0.0385345521612664,-0.103563748950672,-0.0575748239029421,-0.0575748239029421,-0.156064774826466,-0.0867620380599193,-0.0867620380599193
"89","Gazella spekei","Speke's Gazelle","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",2190,5.9958932238193,6.69670084631926,3.78015418708458,3.78015418708458,9.8381456326306,5.59487498554474,5.59487498554474,14.449622653224,8.31047441508587,8.31047441508587,0.933032991536807,0.962198458129154,0.962198458129154,0.901618543673694,0.944051250144553,0.944051250144553,0.85550377346776,0.916895255849141,0.916895255849141,-0.0693147180559945,-0.0385345521612664,-0.0385345521612664,-0.103563748950672,-0.0575748239029421,-0.0575748239029421,-0.156064774826466,-0.0867620380599193,-0.0867620380599193
"90","Gazella subgutturosa","Goitered Gazelle","mammalia",FALSE,TRUE,"Decreasing","VU","A2acd",2496.146667,6.83407711704312,3.50389048801824,1.72464321046997,1.72464321046997,4.90109037786124,2.42128843239936,2.42128843239936,6.51175273797047,3.23090420360819,3.23090420360819,0.964961095119818,0.9827535678953,0.9827535678953,0.950989096221388,0.975787115676006,0.975787115676006,0.934882472620295,0.967690957963918,0.967690957963918,-0.0356674943938732,-0.0173968841649563,-0.0173968841649563,-0.0502526820951295,-0.0245108355449132,-0.0245108355449132,-0.0673344553263765,-0.0328425009810786,-0.0328425009810786
"91","Giraffa camelopardalis","Giraffe","mammalia",TRUE,TRUE,"Decreasing","VU","A2acd",5251.011667,14.3764864257358,3.50389048801824,0.823576691323413,0.823576691323413,4.90109037786124,1.15839741153954,1.15839741153954,6.51175273797047,1.5490934175895,1.5490934175895,0.964961095119818,0.991764233086766,0.991764233086766,0.950989096221388,0.988416025884605,0.988416025884605,0.934882472620295,0.984509065824105,0.984509065824105,-0.0356674943938732,-0.00826986820414939,-0.00826986820414939,-0.0502526820951295,-0.0116515910325096,-0.0116515910325096,-0.0673344553263765,-0.0156121723886209,-0.0156121723886209
"92","Gymnobelideus leadbeateri","Leadbeater's Possum","mammalia",FALSE,TRUE,"Decreasing","CR","A2abc+3bc+4abc",1587.5675,4.34652292950034,14.8660077479215,11.6114044543055,11.6114044543055,20.1786754970349,15.8730105904348,15.8730105904348,36.9042655519807,29.7541462993223,29.7541462993223,0.851339922520785,0.883885955456945,0.883885955456945,0.798213245029651,0.841269894095652,0.841269894095652,0.630957344480193,0.702458537006777,0.702458537006777,-0.16094379124341,-0.123427234331045,-0.123427234331045,-0.225379492882461,-0.172842750046468,-0.172842750046468,-0.46051701859881,-0.353168901570516,-0.353168901570516
"93","Haeromys pusillus","Sundaic Haeromys","mammalia",FALSE,TRUE,"Decreasing","VU","A2c",624.3996409,1.70951304832307,3.50389048801824,3.50389048801824,6.71837885909935,4.90109037786124,4.90109037786124,9.33387185130964,6.51175273797047,6.51175273797047,12.3039770778738,0.964961095119818,0.964961095119818,0.932816211409007,0.950989096221388,0.950989096221388,0.906661281486904,0.934882472620295,0.934882472620295,0.876960229221262,-0.0356674943938732,-0.0356674943938732,-0.0695470842391074,-0.0502526820951295,-0.0502526820951295,-0.0979863479143462,-0.0673344553263765,-0.0673344553263765,-0.131293636302703
"94","Hapalemur alaotrensis","Alaotra Reed Lemur","mammalia",FALSE,TRUE,"Decreasing","CR","A2cd",3285,8.99383983572895,14.8660077479215,5.79054515374959,5.79054515374959,20.1786754970349,8.01374848378401,8.01374848378401,36.9042655519807,15.690756921472,15.690756921472,0.851339922520785,0.942094548462504,0.942094548462504,0.798213245029651,0.91986251516216,0.91986251516216,0.630957344480193,0.84309243078528,0.84309243078528,-0.16094379124341,-0.0596496395247646,-0.0596496395247646,-0.225379492882461,-0.0835310601474571,-0.0835310601474571,-0.46051701859881,-0.170678681931218,-0.170678681931218
"95","Hapalemur griseus","Eastern Lesser Bamboo Lemur","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",3285,8.99383983572895,3.50389048801824,1.3132240879825,1.3132240879825,4.90109037786124,1.84524817168165,1.84524817168165,6.51175273797047,2.46469475489302,2.46469475489302,0.964961095119818,0.986867759120175,0.986867759120175,0.950989096221388,0.981547518283184,0.981547518283184,0.934882472620295,0.97535305245107,0.97535305245107,-0.0356674943938732,-0.0132192311794644,-0.0132192311794644,-0.0502526820951295,-0.0186248524964445,-0.0186248524964445,-0.0673344553263765,-0.0249557684504912,-0.0249557684504912
"96","Hapalemur occidentalis","Sambirano Lesser Bamboo Lemur","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",3285,8.99383983572895,3.50389048801824,1.3132240879825,1.3132240879825,4.90109037786124,1.84524817168165,1.84524817168165,6.51175273797047,2.46469475489302,2.46469475489302,0.964961095119818,0.986867759120175,0.986867759120175,0.950989096221388,0.981547518283184,0.981547518283184,0.934882472620295,0.97535305245107,0.97535305245107,-0.0356674943938732,-0.0132192311794644,-0.0132192311794644,-0.0502526820951295,-0.0186248524964445,-0.0186248524964445,-0.0673344553263765,-0.0249557684504912,-0.0249557684504912
"97","Harpyionycteris celebensis","Sulawesi Harpy Fruit Bat","mammalia",FALSE,TRUE,"Decreasing","VU","A2d",1825,4.99657768651609,3.50389048801824,2.35137563054822,2.35137563054822,4.90109037786124,3.29690080862926,3.29690080862926,6.51175273797047,4.39264016869589,4.39264016869589,0.964961095119818,0.976486243694518,0.976486243694518,0.950989096221388,0.967030991913707,0.967030991913707,0.934882472620295,0.956073598313041,0.956073598313041,-0.0356674943938732,-0.023794616123036,-0.023794616123036,-0.0502526820951295,-0.0335247344936001,-0.0335247344936001,-0.0673344553263765,-0.044920383210884,-0.044920383210884
"98","Helarctos malayanus","Sun Bear","mammalia",TRUE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",3650,9.99315537303217,3.50389048801824,1.18268149284166,1.18268149284166,4.90109037786124,1.66226604635902,1.66226604635902,6.51175273797047,2.22098393248984,2.22098393248984,0.964961095119818,0.988173185071583,0.988173185071583,0.950989096221388,0.98337733953641,0.98337733953641,0.934882472620295,0.977790160675102,0.977790160675102,-0.0356674943938732,-0.011897308061518,-0.011897308061518,-0.0502526820951295,-0.0167623672468,-0.0167623672468,-0.0673344553263765,-0.022460191605442,-0.022460191605442
"99","Hesperoptenus tomesi","Large False Serotine","mammalia",FALSE,TRUE,"Decreasing","VU","A2c+3c",1825,4.99657768651609,3.50389048801824,2.35137563054822,2.35137563054822,4.90109037786124,3.29690080862926,3.29690080862926,6.51175273797047,4.39264016869589,4.39264016869589,0.964961095119818,0.976486243694518,0.976486243694518,0.950989096221388,0.967030991913707,0.967030991913707,0.934882472620295,0.956073598313041,0.956073598313041,-0.0356674943938732,-0.023794616123036,-0.023794616123036,-0.0502526820951295,-0.0335247344936001,-0.0335247344936001,-0.0673344553263765,-0.044920383210884,-0.044920383210884
"100","Hippocamelus antisensis","Taruca","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd; C2a(i)",1459.26,3.99523613963039,3.50389048801824,2.93199330137917,2.93199330137917,4.90109037786124,4.10603813183795,4.10603813183795,6.51175273797047,5.4630056297866,5.4630056297866,0.964961095119818,0.970680066986208,0.970680066986208,0.950989096221388,0.95893961868162,0.95893961868162,0.934882472620295,0.945369943702134,0.945369943702134,-0.0356674943938732,-0.029758353154709,-0.029758353154709,-0.0502526820951295,-0.0419271688738266,-0.0419271688738266,-0.0673344553263765,-0.0561789532775952,-0.0561789532775952
"101","Hydropotes inermis","Water Deer","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",2190,5.9958932238193,3.50389048801824,1.96335481659702,1.96335481659702,4.90109037786124,2.75506418670095,2.75506418670095,6.51175273797047,3.6741674786795,3.6741674786795,0.964961095119818,0.98036645183403,0.98036645183403,0.950989096221388,0.97244935813299,0.97244935813299,0.934882472620295,0.963258325213205,0.963258325213205,-0.0356674943938732,-0.0198288467691967,-0.0198288467691967,-0.0502526820951295,-0.0279372787446668,-0.0279372787446668,-0.0673344553263765,-0.0374336526757367,-0.0374336526757367
"102","Hylobates agilis","Agile Gibbon","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"103","Hylobates klossii","Kloss’s Gibbon","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"104","Hylobates lar","Lar Gibbon","mammalia",TRUE,TRUE,"Decreasing","EN","A2cd",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"105","Hylobates muelleri","Bornean Gibbon","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"106","Inia geoffrensis","Amazon River Dolphin","mammalia",TRUE,TRUE,"Decreasing","EN","A2acd+3cd+4acd",4840.09,13.2514442162902,6.69670084631926,1.72846411162605,1.72846411162605,9.8381456326306,2.57145357505261,2.57145357505261,14.449622653224,3.84967171195716,3.84967171195716,0.933032991536807,0.98271535888374,0.98271535888374,0.901618543673694,0.974285464249474,0.974285464249474,0.85550377346776,0.961503282880428,0.961503282880428,-0.0693147180559945,-0.0174357644657792,-0.0174357644657792,-0.103563748950672,-0.0260509338354128,-0.0260509338354128,-0.156064774826466,-0.0392572996269126,-0.0392572996269126
"107","Kerivoula flora","Flores Woolly Bat","mammalia",FALSE,TRUE,"Decreasing","VU","A2c+3c",1825,4.99657768651609,3.50389048801824,2.35137563054822,2.35137563054822,4.90109037786124,3.29690080862926,3.29690080862926,6.51175273797047,4.39264016869589,4.39264016869589,0.964961095119818,0.976486243694518,0.976486243694518,0.950989096221388,0.967030991913707,0.967030991913707,0.934882472620295,0.956073598313041,0.956073598313041,-0.0356674943938732,-0.023794616123036,-0.023794616123036,-0.0502526820951295,-0.0335247344936001,-0.0335247344936001,-0.0673344553263765,-0.044920383210884,-0.044920383210884
"108","Kobus megaceros","Nile Lechwe","mammalia",FALSE,TRUE,"Decreasing","EN","A2acd",2555,6.99520876112252,6.69670084631926,3.24900947423726,3.24900947423726,9.8381456326306,4.81519317103433,4.81519317103433,14.449622653224,7.16694942778309,7.16694942778309,0.933032991536807,0.967509905257627,0.967509905257627,0.901618543673694,0.951848068289657,0.951848068289657,0.85550377346776,0.928330505722169,0.928330505722169,-0.0693147180559945,-0.0330296161382284,-0.0330296161382284,-0.103563748950672,-0.0493498490596647,-0.0493498490596647,-0.156064774826466,-0.0743674611942166,-0.0743674611942166
"109","Lagothrix cana","Peruvian Woolly Monkey","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"110","Lagothrix poeppigii","Poeppig's Woolly Monkey","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",5475,14.9897330595483,3.50389048801824,0.790016705117125,0.790016705117125,4.90109037786124,1.11127041106835,1.11127041106835,6.51175273797047,1.48619162335029,1.48619162335029,0.964961095119818,0.992099832948829,0.992099832948829,0.950989096221388,0.988887295889316,0.988887295889316,0.934882472620295,0.985138083766497,0.985138083766497,-0.0356674943938732,-0.00793153870767862,-0.00793153870767862,-0.0502526820951295,-0.0111749114978668,-0.0111749114978668,-0.0673344553263765,-0.0149734610702947,-0.0149734610702947
"111","Lasiurus minor","Minor Red Bat","mammalia",FALSE,TRUE,"Decreasing","VU","A2c",2051.666208,5.61715594250513,3.50389048801824,2.09433849702386,2.09433849702386,4.90109037786124,2.93806950089742,2.93806950089742,6.51175273797047,3.91698420345797,3.91698420345797,0.964961095119818,0.979056615029761,0.979056615029761,0.950989096221388,0.970619304991026,0.970619304991026,0.934882472620295,0.96083015796542,0.96083015796542,-0.0356674943938732,-0.0211658086755117,-0.0211658086755117,-0.0502526820951295,-0.0298209524591537,-0.0298209524591537,-0.0673344553263765,-0.0399576203186476,-0.0399576203186476
"112","Leontopithecus chrysomelas","Golden-headed Lion Tamarin","mammalia",TRUE,TRUE,"Decreasing","EN","A2c",2555,6.99520876112252,6.69670084631926,3.24900947423726,3.24900947423726,9.8381456326306,4.81519317103433,4.81519317103433,14.449622653224,7.16694942778309,7.16694942778309,0.933032991536807,0.967509905257627,0.967509905257627,0.901618543673694,0.951848068289657,0.951848068289657,0.85550377346776,0.928330505722169,0.928330505722169,-0.0693147180559945,-0.0330296161382284,-0.0330296161382284,-0.103563748950672,-0.0493498490596647,-0.0493498490596647,-0.156064774826466,-0.0743674611942166,-0.0743674611942166
"113","Leopardus guigna","Guiña","mammalia",FALSE,TRUE,"Decreasing","VU","A2abc; C2a(i)",2190,5.9958932238193,3.50389048801824,1.96335481659702,1.96335481659702,4.90109037786124,2.75506418670095,2.75506418670095,6.51175273797047,3.6741674786795,3.6741674786795,0.964961095119818,0.98036645183403,0.98036645183403,0.950989096221388,0.97244935813299,0.97244935813299,0.934882472620295,0.963258325213205,0.963258325213205,-0.0356674943938732,-0.0198288467691967,-0.0198288467691967,-0.0502526820951295,-0.0279372787446668,-0.0279372787446668,-0.0673344553263765,-0.0374336526757367,-0.0374336526757367
"114","Leopardus tigrinus","Northern Tiger Cat","mammalia",FALSE,TRUE,"Decreasing","VU","A2c",2190,5.9958932238193,3.50389048801824,1.96335481659702,1.96335481659702,4.90109037786124,2.75506418670095,2.75506418670095,6.51175273797047,3.6741674786795,3.6741674786795,0.964961095119818,0.98036645183403,0.98036645183403,0.950989096221388,0.97244935813299,0.97244935813299,0.934882472620295,0.963258325213205,0.963258325213205,-0.0356674943938732,-0.0198288467691967,-0.0198288467691967,-0.0502526820951295,-0.0279372787446668,-0.0279372787446668,-0.0673344553263765,-0.0374336526757367,-0.0374336526757367
"115","Lepilemur septentrionalis","Sahafary Sportive Lemur","mammalia",FALSE,TRUE,"Decreasing","CR","A2acd+3cd+4cd; B2ab(i,ii,iii,v); C2a(i,ii); D",1637.770967,4.48397253114305,14.8660077479215,11.2763544680291,11.2763544680291,20.1786754970349,15.4261026577875,15.4261026577875,36.9042655519807,28.989542201641,28.989542201641,0.851339922520785,0.887236455319709,0.887236455319709,0.798213245029651,0.845738973422125,0.845738973422125,0.630957344480193,0.71010457798359,0.71010457798359,-0.16094379124341,-0.119643753483909,-0.119643753483909,-0.225379492882461,-0.167544509039032,-0.167544509039032,-0.46051701859881,-0.342343026858681,-0.342343026858681
"116","Leptonycteris curasoae","Curaçaoan Long-nosed Bat","mammalia",TRUE,TRUE,"Decreasing","VU","A2c",2064.27635,5.65168062970568,3.50389048801824,2.08167881233436,2.08167881233436,4.90109037786124,2.92038624900223,2.92038624900223,6.51175273797047,3.89352834205809,3.89352834205809,0.964961095119818,0.979183211876656,0.979183211876656,0.950989096221388,0.970796137509978,0.970796137509978,0.934882472620295,0.961064716579419,0.961064716579419,-0.0356674943938732,-0.0210365121048549,-0.0210365121048549,-0.0502526820951295,-0.0296387838047073,-0.0296387838047073,-0.0673344553263765,-0.0397135293246291,-0.0397135293246291
"117","Leptonycteris nivalis","Greater Long-nosed Bat","mammalia",FALSE,TRUE,"Decreasing","EN","A2c",2064.27635,5.65168062970568,6.69670084631926,4.00571029280383,4.00571029280383,9.8381456326306,5.92533286812775,5.92533286812775,14.449622653224,8.7937019483778,8.7937019483778,0.933032991536807,0.959942897071962,0.959942897071962,0.901618543673694,0.940746671318722,0.940746671318722,0.85550377346776,0.912062980516222,0.912062980516222,-0.0693147180559945,-0.0408814785060989,-0.0408814785060989,-0.103563748950672,-0.0610813878420122,-0.0610813878420122,-0.156064774826466,-0.092046233708594,-0.092046233708594
"118","Lepus callotis","White-sided Jackrabbit","mammalia",FALSE,TRUE,"Decreasing","VU","A2bcde",1047.27668,2.86728728268309,3.50389048801824,3.50389048801824,4.06169465825655,4.90109037786124,4.90109037786124,5.67469659430927,6.51175273797047,6.51175273797047,7.52935390727891,0.964961095119818,0.964961095119818,0.959383053417434,0.950989096221388,0.950989096221388,0.943253034056907,0.934882472620295,0.934882472620295,0.924706460927211,-0.0356674943938732,-0.0356674943938732,-0.0414648538001827,-0.0502526820951295,-0.0502526820951295,-0.0584207035439959,-0.0673344553263765,-0.0673344553263765,-0.0782789313707085
"119","Lepus corsicanus","Corsican Hare","mammalia",FALSE,TRUE,"Decreasing","VU","A2bcde",1047.27668,2.86728728268309,3.50389048801824,3.50389048801824,4.06169465825655,4.90109037786124,4.90109037786124,5.67469659430927,6.51175273797047,6.51175273797047,7.52935390727891,0.964961095119818,0.964961095119818,0.959383053417434,0.950989096221388,0.950989096221388,0.943253034056907,0.934882472620295,0.934882472620295,0.924706460927211,-0.0356674943938732,-0.0356674943938732,-0.0414648538001827,-0.0502526820951295,-0.0502526820951295,-0.0584207035439959,-0.0673344553263765,-0.0673344553263765,-0.0782789313707085
"120","Lepus flavigularis","Tehuantepec Jackrabbit","mammalia",TRUE,TRUE,"Decreasing","EN","A2bcd; B1ab(iii)c(iv)+2ab(iii)c(iv)",1047.27668,2.86728728268309,6.69670084631926,6.69670084631926,7.74198875315473,9.8381456326306,9.8381456326306,11.34315109982,14.449622653224,14.449622653224,16.5924530410542,0.933032991536807,0.933032991536807,0.922580112468453,0.901618543673694,0.901618543673694,0.8865684890018,0.85550377346776,0.85550377346776,0.834075469589458,-0.0693147180559945,-0.0693147180559945,-0.0805810640538405,-0.103563748950672,-0.103563748950672,-0.120396898694854,-0.156064774826466,-0.156064774826466,-0.181431389603006
